"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"2024"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Total";"Arroz (em casca)";"Maçã";"Milho (em grão)";"Soja (em grão)"
"MU";"1508308";"Viseu (PA)";"8585";"1930";"-";"140";"-"
"MU";"1508357";"Vitória do Xingu (PA)";"10806";"20";"-";"1600";"2600"
"MU";"1508407";"Xinguara (PA)";"15305";"-";"-";"9830";"5200"
"MU";"1600055";"Serra do Navio (AP)";"916";"32";"-";"65";"-"
"MU";"1600105";"Amapá (AP)";"507";"6";"-";"25";"-"
"MU";"1600154";"Pedra Branca do Amapari (AP)";"2053";"45";"-";"139";"300"
"MU";"1600204";"Calçoene (AP)";"1989";"26";"-";"80";"-"
"MU";"1600212";"Cutias (AP)";"434";"7";"-";"72";"-"
"MU";"1600238";"Ferreira Gomes (AP)";"1507";"10";"-";"93";"800"
"MU";"1600253";"Itaubal (AP)";"663";"70";"-";"184";"-"
"MU";"1600279";"Laranjal do Jari (AP)";"1739";"35";"-";"165";"-"
"MU";"1600303";"Macapá (AP)";"7916";"42";"-";"298";"5500"
"MU";"1600402";"Mazagão (AP)";"1533";"43";"-";"74";"-"
"MU";"1600501";"Oiapoque (AP)";"1459";"10";"-";"12";"-"
"MU";"1600535";"Porto Grande (AP)";"2174";"40";"-";"220";"400"
"MU";"1600550";"Pracuúba (AP)";"637";"20";"-";"53";"-"
"MU";"1600600";"Santana (AP)";"1023";"22";"-";"56";"-"
"MU";"1600709";"Tartarugalzinho (AP)";"1781";"80";"-";"216";"500"
"MU";"1600808";"Vitória do Jari (AP)";"1103";"22";"-";"48";"-"
"MU";"1700251";"Abreulândia (TO)";"19964";"100";"-";"4100";"15088"
"MU";"1700301";"Aguiarnópolis (TO)";"410";"9";"-";"65";"-"
"MU";"1700350";"Aliança do Tocantins (TO)";"14148";"78";"-";"1280";"12240"
"MU";"1700400";"Almas (TO)";"21878";"10";"-";"5599";"16197"
"MU";"1700707";"Alvorada (TO)";"37078";"-";"-";"5620";"28916"
"MU";"1701002";"Ananás (TO)";"2392";"71";"-";"189";"1800"
"MU";"1701051";"Angico (TO)";"1641";"-";"-";"700";"400"
"MU";"1701101";"Aparecida do Rio Negro (TO)";"47741";"200";"-";"12707";"33071"
"MU";"1701309";"Aragominas (TO)";"3709";"22";"-";"850";"2678"
"MU";"1701903";"Araguacema (TO)";"62288";"100";"-";"15020";"43037"
"MU";"1702000";"Araguaçu (TO)";"21822";"20";"-";"2828";"17735"
"MU";"1702109";"Araguaína (TO)";"13977";"8";"-";"4000";"9709"
"MU";"1702158";"Araguanã (TO)";"1726";"-";"-";"1000";"718"
"MU";"1702208";"Araguatins (TO)";"1100";"200";"-";"300";"-"
"MU";"1702307";"Arapoema (TO)";"2478";"-";"-";"800";"1602"
"MU";"1702406";"Arraias (TO)";"315";"20";"-";"50";"-"
"MU";"1702554";"Augustinópolis (TO)";"132";"15";"-";"15";"-"
"MU";"1702703";"Aurora do Tocantins (TO)";"207";"10";"-";"25";"-"
"MU";"1702901";"Axixá do Tocantins (TO)";"331";"27";"-";"35";"-"
"MU";"1703008";"Babaçulândia (TO)";"4328";"62";"-";"413";"1828"
"MU";"1703057";"Bandeirantes do Tocantins (TO)";"119";"-";"-";"25";"-"
"MU";"1703073";"Barra do Ouro (TO)";"12135";"150";"-";"1300";"10509"
"MU";"1703107";"Barrolândia (TO)";"2486";"30";"-";"530";"1604"
"MU";"1703206";"Bernardo Sayão (TO)";"6208";"5";"-";"1500";"4570"
"MU";"1703305";"Bom Jesus do Tocantins (TO)";"26797";"100";"-";"7707";"18204"
"MU";"1703602";"Brasilândia do Tocantins (TO)";"1845";"-";"-";"500";"1253"
"MU";"1703701";"Brejinho de Nazaré (TO)";"39100";"230";"-";"13630";"24629"
"MU";"1703800";"Buriti do Tocantins (TO)";"82";"10";"-";"15";"-"
"MU";"1703826";"Cachoeirinha (TO)";"199";"20";"-";"50";"-"
"MU";"1703842";"Campos Lindos (TO)";"138460";"575";"-";"53620";"77600"
"MU";"1703867";"Cariri do Tocantins (TO)";"25471";"10";"-";"2020";"22540"
"MU";"1703883";"Carmolândia (TO)";"151";"-";"-";"148";"-"
"MU";"1703891";"Carrasco Bonito (TO)";"291";"50";"-";"60";"-"
"MU";"1703909";"Caseara (TO)";"79521";"50";"-";"22012";"52023"
"MU";"1704105";"Centenário (TO)";"8657";"300";"-";"2800";"4665"
"MU";"1704600";"Chapada de Areia (TO)";"3889";"40";"-";"1030";"1925"
"MU";"1705102";"Chapada da Natividade (TO)";"24526";"20";"-";"8800";"15585"
"MU";"1705508";"Colinas do Tocantins (TO)";"255";"25";"-";"20";"-"
"MU";"1705557";"Combinado (TO)";"279";"15";"-";"20";"-"
"MU";"1705607";"Conceição do Tocantins (TO)";"302";"20";"-";"20";"197"
"MU";"1706001";"Couto Magalhães (TO)";"21056";"200";"-";"4735";"14651"
"MU";"1706100";"Cristalândia (TO)";"21827";"1806";"-";"5930";"11467"
"MU";"1706258";"Crixás do Tocantins (TO)";"7749";"80";"-";"1272";"5866"
"MU";"1706506";"Darcinópolis (TO)";"18575";"315";"-";"6000";"12000"
"MU";"1707009";"Dianópolis (TO)";"34304";"15";"-";"11574";"17791"
"MU";"1707108";"Divinópolis do Tocantins (TO)";"32847";"50";"-";"4500";"27129"
"MU";"1707207";"Dois Irmãos do Tocantins (TO)";"19944";"180";"-";"3200";"15115"
"MU";"1707306";"Dueré (TO)";"20133";"12000";"-";"250";"5068"
"MU";"1707405";"Esperantina (TO)";"173";"15";"-";"20";"-"
"MU";"1707553";"Fátima (TO)";"7888";"7";"-";"2094";"5473"
"MU";"1707652";"Figueirópolis (TO)";"37140";"10";"-";"3050";"32372"
"MU";"1707702";"Filadélfia (TO)";"340";"10";"-";"240";"-"
"MU";"1708205";"Formoso do Araguaia (TO)";"41320";"24395";"-";"490";"9397"
"MU";"1708254";"Tabocão (TO)";"9728";"-";"-";"5091";"4436"
"MU";"1708304";"Goianorte (TO)";"18600";"100";"-";"4189";"14000"
"MU";"1709005";"Goiatins (TO)";"37410";"200";"-";"11200";"24700"
"MU";"1709302";"Guaraí (TO)";"17396";"250";"-";"3843";"12182"
"MU";"1709500";"Gurupi (TO)";"25643";"2";"-";"3251";"21638"
"MU";"1709807";"Ipueiras (TO)";"6620";"20";"-";"1365";"4904"
"MU";"1710508";"Itacajá (TO)";"17609";"20";"-";"3379";"12800"
"MU";"1710706";"Itaguatins (TO)";"179";"30";"-";"20";"-"
"MU";"1710904";"Itapiratins (TO)";"24222";"40";"-";"8613";"14439"
"MU";"1711100";"Itaporã do Tocantins (TO)";"104";"10";"-";"9";"-"
"MU";"1711506";"Jaú do Tocantins (TO)";"2626";"20";"-";"550";"1546"
"MU";"1711803";"Juarina (TO)";"1836";"30";"-";"400";"1310"
"MU";"1711902";"Lagoa da Confusão (TO)";"138639";"58100";"-";"4500";"52342"
"MU";"1711951";"Lagoa do Tocantins (TO)";"6188";"15";"-";"250";"5368"
"MU";"1712009";"Lajeado (TO)";"52";"10";"-";"6";"-"
"MU";"1712157";"Lavandeira (TO)";"90";"10";"-";"15";"-"
"MU";"1712405";"Lizarda (TO)";"11056";"700";"-";"2970";"7018"
"MU";"1712454";"Luzinópolis (TO)";"1009";"-";"-";"400";"400"
"MU";"1712504";"Marianópolis do Tocantins (TO)";"50862";"50";"-";"7620";"39863"
"MU";"1712702";"Mateiros (TO)";"60699";"-";"-";"7906";"51725"
"MU";"1712801";"Maurilândia do Tocantins (TO)";"577";"10";"-";"200";"-"
"MU";"1713205";"Miracema do Tocantins (TO)";"24193";"200";"-";"3362";"19211"
"MU";"1713304";"Miranorte (TO)";"21082";"90";"-";"7270";"13495"
"MU";"1713601";"Monte do Carmo (TO)";"75820";"150";"-";"21636";"52086"
"MU";"1713700";"Monte Santo do Tocantins (TO)";"3965";"50";"-";"920";"2847"
"MU";"1713809";"Palmeiras do Tocantins (TO)";"1194";"55";"-";"300";"600"
"MU";"1713957";"Muricilândia (TO)";"4724";"10";"-";"300";"4379"
"MU";"1714203";"Natividade (TO)";"9208";"20";"-";"3880";"5219"
"MU";"1714302";"Nazaré (TO)";"1078";"15";"-";"300";"500"
"MU";"1714880";"Nova Olinda (TO)";"1056";"15";"-";"160";"550"
"MU";"1715002";"Nova Rosalândia (TO)";"20683";"30";"-";"9050";"9520"
"MU";"1715101";"Novo Acordo (TO)";"18460";"40";"-";"1250";"17095"
"MU";"1715150";"Novo Alegre (TO)";"94";"10";"-";"15";"-"
"MU";"1715259";"Novo Jardim (TO)";"582";"10";"-";"20";"460"
"MU";"1715507";"Oliveira de Fátima (TO)";"4084";"70";"-";"1150";"2843"
"MU";"1715705";"Palmeirante (TO)";"8352";"12";"-";"3000";"5000"
"MU";"1715754";"Palmeirópolis (TO)";"6607";"15";"-";"315";"4822"
"MU";"1716109";"Paraíso do Tocantins (TO)";"5628";"50";"-";"1750";"3368"
"MU";"1716208";"Paranã (TO)";"1053";"20";"-";"200";"400"
"MU";"1716307";"Pau D'Arco (TO)";"2436";"2";"-";"550";"1357"
"MU";"1716505";"Pedro Afonso (TO)";"69260";"250";"-";"11000";"22000"
"MU";"1716604";"Peixe (TO)";"59037";"625";"-";"4828";"50379"
"MU";"1716653";"Pequizeiro (TO)";"3860";"50";"-";"1600";"2000"
"MU";"1716703";"Colméia (TO)";"203";"-";"-";"40";"-"
"MU";"1717008";"Pindorama do Tocantins (TO)";"4677";"15";"-";"200";"4400"
"MU";"1717206";"Piraquê (TO)";"10559";"40";"-";"2000";"7793"
"MU";"1717503";"Pium (TO)";"73504";"11910";"-";"12015";"41646"
"MU";"1717800";"Ponte Alta do Bom Jesus (TO)";"448";"20";"-";"30";"293"
"MU";"1717909";"Ponte Alta do Tocantins (TO)";"1618";"37";"-";"400";"872"
"MU";"1718006";"Porto Alegre do Tocantins (TO)";"3029";"10";"-";"1015";"1950"
"MU";"1718204";"Porto Nacional (TO)";"113314";"110";"-";"34567";"74701"
"MU";"1718303";"Praia Norte (TO)";"131";"22";"-";"24";"-"
"MU";"1718402";"Presidente Kennedy (TO)";"39";"2";"-";"15";"-"
"MU";"1718451";"Pugmil (TO)";"9479";"60";"-";"2050";"6741"
"MU";"1718501";"Recursolândia (TO)";"297";"100";"-";"100";"-"
"MU";"1718550";"Riachinho (TO)";"1138";"25";"-";"300";"500"
"MU";"1718659";"Rio da Conceição (TO)";"7957";"8";"-";"2760";"5150"
"MU";"1718709";"Rio dos Bois (TO)";"9209";"10";"-";"905";"6079"
"MU";"1718758";"Rio Sono (TO)";"13587";"100";"-";"4500";"8600"
"MU";"1718808";"Sampaio (TO)";"629";"30";"-";"33";"-"
"MU";"1718840";"Sandolândia (TO)";"1812";"17";"-";"465";"1124"
"MU";"1718865";"Santa Fé do Araguaia (TO)";"15420";"-";"-";"3000";"11735"
"MU";"1718881";"Santa Maria do Tocantins (TO)";"20907";"250";"-";"5347";"13800"
"MU";"1718899";"Santa Rita do Tocantins (TO)";"42692";"2500";"-";"6734";"26067"
"MU";"1718907";"Santa Rosa do Tocantins (TO)";"55613";"20";"-";"15750";"37302"
"MU";"1719004";"Santa Tereza do Tocantins (TO)";"1019";"-";"-";"300";"680"
"MU";"1720002";"Santa Terezinha do Tocantins (TO)";"226";"30";"-";"90";"-"
"MU";"1720101";"São Bento do Tocantins (TO)";"2115";"329";"-";"735";"600"
"MU";"1720150";"São Félix do Tocantins (TO)";"313";"-";"-";"50";"240"
"MU";"1720200";"São Miguel do Tocantins (TO)";"250";"20";"-";"42";"-"
"MU";"1720259";"São Salvador do Tocantins (TO)";"694";"8";"-";"80";"180"
"MU";"1720309";"São Sebastião do Tocantins (TO)";"96";"10";"-";"20";"-"
"MU";"1720499";"São Valério (TO)";"24620";"60";"-";"3480";"20640"
"MU";"1720655";"Silvanópolis (TO)";"26848";"30";"-";"4750";"21130"
"MU";"1720804";"Sítio Novo do Tocantins (TO)";"194";"20";"-";"30";"-"
"MU";"1720853";"Sucupira (TO)";"24241";"17";"-";"1200";"22409"
"MU";"1720903";"Taguatinga (TO)";"548";"30";"-";"50";"315"
"MU";"1720937";"Taipas do Tocantins (TO)";"150";"15";"-";"25";"40"
"MU";"1720978";"Talismã (TO)";"18692";"-";"-";"1290";"15837"
"MU";"1721000";"Palmas (TO)";"23551";"230";"-";"7701";"15414"
"MU";"1721109";"Tocantínia (TO)";"4653";"8";"-";"1000";"2900"
"MU";"1721208";"Tocantinópolis (TO)";"549";"-";"-";"172";"-"
"MU";"1721257";"Tupirama (TO)";"13953";"-";"-";"3080";"10348"
"MU";"1721307";"Tupiratins (TO)";"1811";"-";"-";"80";"1627"
"MU";"1722081";"Wanderlândia (TO)";"4090";"62";"-";"550";"3060"
"MU";"1722107";"Xambioá (TO)";"1525";"-";"-";"700";"600"
"MU";"2100055";"Açailândia (MA)";"90392";"98";"-";"9017";"80906"
"MU";"2100105";"Afonso Cunha (MA)";"11476";"170";"-";"150";"8030"
"MU";"2100154";"Água Doce do Maranhão (MA)";"979";"-";"-";"469";"-"
"MU";"2100204";"Alcântara (MA)";"1040";"108";"-";"111";"-"
"MU";"2100303";"Aldeias Altas (MA)";"21267";"850";"-";"1000";"11969"
"MU";"2100402";"Altamira do Maranhão (MA)";"410";"98";"-";"205";"-"
"MU";"2100436";"Alto Alegre do Maranhão (MA)";"583";"315";"-";"75";"-"
"MU";"2100477";"Alto Alegre do Pindaré (MA)";"1757";"150";"-";"510";"700"
"MU";"2100501";"Alto Parnaíba (MA)";"76361";"1450";"-";"14901";"57550"
"MU";"2100550";"Amapá do Maranhão (MA)";"394";"60";"-";"65";"-"
"MU";"2100600";"Amarante do Maranhão (MA)";"2608";"190";"-";"1210";"900"
"MU";"2100709";"Anajatuba (MA)";"808";"130";"-";"282";"-"
"MU";"2100808";"Anapurus (MA)";"9183";"290";"-";"800";"7800"
"MU";"2100832";"Apicum-Açu (MA)";"507";"4";"-";"80";"-"
"MU";"2100873";"Araguanã (MA)";"365";"82";"-";"87";"-"
"MU";"2100907";"Araioses (MA)";"1735";"22";"-";"178";"-"
"MU";"2100956";"Arame (MA)";"2597";"185";"-";"1950";"160"
"MU";"2101004";"Arari (MA)";"6198";"5510";"-";"177";"-"
"MU";"2101103";"Axixá (MA)";"363";"3";"-";"31";"-"
"MU";"2101202";"Bacabal (MA)";"959";"185";"-";"270";"-"
"MU";"2101251";"Bacabeira (MA)";"199";"4";"-";"29";"-"
"MU";"2101301";"Bacuri (MA)";"829";"8";"-";"298";"-"
"MU";"2101350";"Bacurituba (MA)";"333";"4";"-";"39";"-"
"MU";"2101400";"Balsas (MA)";"338073";"1697";"-";"109489";"203577"
"MU";"2101509";"Barão de Grajaú (MA)";"1028";"232";"-";"385";"-"
"MU";"2101608";"Barra do Corda (MA)";"16896";"345";"-";"2650";"13150"
"MU";"2101707";"Barreirinhas (MA)";"3250";"298";"-";"50";"-"
"MU";"2101731";"Belágua (MA)";"523";"58";"-";"38";"-"
"MU";"2101772";"Bela Vista do Maranhão (MA)";"204";"61";"-";"32";"-"
"MU";"2101806";"Benedito Leite (MA)";"8280";"380";"-";"155";"7200"
"MU";"2101905";"Bequimão (MA)";"1331";"58";"-";"510";"-"
"MU";"2101939";"Bernardo do Mearim (MA)";"294";"117";"-";"82";"-"
"MU";"2101970";"Boa Vista do Gurupi (MA)";"202";"18";"-";"23";"-"
"MU";"2102002";"Bom Jardim (MA)";"21952";"433";"-";"4000";"17000"
"MU";"2102036";"Bom Jesus das Selvas (MA)";"11436";"195";"-";"7100";"4050"
"MU";"2102077";"Bom Lugar (MA)";"145";"30";"-";"80";"-"
"MU";"2102101";"Brejo (MA)";"18213";"560";"-";"700";"16300"
"MU";"2102150";"Brejo de Areia (MA)";"270";"105";"-";"120";"-"
"MU";"2102200";"Buriti (MA)";"15912";"580";"-";"720";"13980"
"MU";"2102309";"Buriti Bravo (MA)";"21485";"1000";"-";"3500";"16100"
"MU";"2102325";"Buriticupu (MA)";"51162";"386";"-";"9350";"41000"
"MU";"2102358";"Buritirana (MA)";"308";"38";"-";"125";"-"
"MU";"2102374";"Cachoeira Grande (MA)";"353";"8";"-";"76";"-"
"MU";"2102408";"Cajapió (MA)";"256";"15";"-";"50";"-"
"MU";"2102507";"Cajari (MA)";"1010";"475";"-";"155";"-"
"MU";"2102556";"Campestre do Maranhão (MA)";"6063";"21";"-";"58";"-"
"MU";"2102606";"Cândido Mendes (MA)";"698";"45";"-";"220";"-"
"MU";"2102705";"Cantanhede (MA)";"1841";"672";"-";"520";"-"
"MU";"2102754";"Capinzal do Norte (MA)";"367";"100";"-";"210";"-"
"MU";"2102804";"Carolina (MA)";"50889";"432";"-";"20365";"29070"
"MU";"2102903";"Carutapera (MA)";"362";"30";"-";"50";"-"
"MU";"2103000";"Caxias (MA)";"31630";"2980";"-";"4726";"19312"
"MU";"2103109";"Cedral (MA)";"487";"4";"-";"100";"-"
"MU";"2103125";"Central do Maranhão (MA)";"439";"20";"-";"71";"-"
"MU";"2103158";"Centro do Guilherme (MA)";"1017";"185";"-";"310";"-"
"MU";"2103174";"Centro Novo do Maranhão (MA)";"916";"150";"-";"265";"-"
"MU";"2103208";"Chapadinha (MA)";"7412";"800";"-";"780";"4900"
"MU";"2103257";"Cidelândia (MA)";"10927";"11";"-";"1071";"9760"
"MU";"2103307";"Codó (MA)";"12050";"2850";"-";"3878";"3441"
"MU";"2103406";"Coelho Neto (MA)";"3874";"560";"-";"460";"-"
"MU";"2103505";"Colinas (MA)";"11281";"330";"-";"1500";"9000"
"MU";"2103554";"Conceição do Lago-Açu (MA)";"721";"130";"-";"270";"-"
"MU";"2103604";"Coroatá (MA)";"3717";"1860";"-";"1190";"-"
"MU";"2103703";"Cururupu (MA)";"512";"3";"-";"55";"-"
"MU";"2103752";"Davinópolis (MA)";"359";"12";"-";"280";"-"
"MU";"2103802";"Dom Pedro (MA)";"1678";"141";"-";"1265";"-"
"MU";"2103901";"Duque Bacelar (MA)";"543";"190";"-";"160";"-"
"MU";"2104008";"Esperantinópolis (MA)";"968";"200";"-";"150";"425"
"MU";"2104057";"Estreito (MA)";"9232";"220";"-";"1971";"6910"
"MU";"2104073";"Feira Nova do Maranhão (MA)";"4203";"360";"-";"1464";"1850"
"MU";"2104081";"Fernando Falcão (MA)";"16797";"95";"-";"3682";"12776"
"MU";"2104099";"Formosa da Serra Negra (MA)";"1547";"215";"-";"850";"200"
"MU";"2104107";"Fortaleza dos Nogueiras (MA)";"31472";"515";"-";"11727";"18623"
"MU";"2104206";"Fortuna (MA)";"8409";"398";"-";"3900";"3910"
"MU";"2104305";"Godofredo Viana (MA)";"313";"16";"-";"70";"-"
"MU";"2104404";"Gonçalves Dias (MA)";"1637";"225";"-";"1020";"-"
"MU";"2104503";"Governador Archer (MA)";"549";"90";"-";"250";"-"
"MU";"2104552";"Governador Edison Lobão (MA)";"187";"14";"-";"130";"-"
"MU";"2104602";"Governador Eugênio Barros (MA)";"6898";"205";"-";"1500";"5015"
"MU";"2104628";"Governador Luiz Rocha (MA)";"5177";"206";"-";"2330";"2500"
"MU";"2104651";"Governador Newton Bello (MA)";"309";"95";"-";"65";"-"
"MU";"2104677";"Governador Nunes Freire (MA)";"950";"50";"-";"284";"-"
"MU";"2104701";"Graça Aranha (MA)";"1109";"149";"-";"594";"-"
"MU";"2104800";"Grajaú (MA)";"56583";"1550";"-";"7450";"46820"
"MU";"2104909";"Guimarães (MA)";"695";"13";"-";"145";"-"
"MU";"2105005";"Humberto de Campos (MA)";"672";"6";"-";"56";"-"
"MU";"2105104";"Icatu (MA)";"629";"3";"-";"22";"-"
"MU";"2105153";"Igarapé do Meio (MA)";"204";"60";"-";"33";"-"
"MU";"2105203";"Igarapé Grande (MA)";"83";"9";"-";"37";"-"
"MU";"2105302";"Imperatriz (MA)";"284";"48";"-";"66";"-"
"MU";"2105351";"Itaipava do Grajaú (MA)";"675";"140";"-";"300";"-"
"MU";"2105401";"Itapecuru Mirim (MA)";"2647";"650";"-";"730";"-"
"MU";"2105427";"Itinga do Maranhão (MA)";"52202";"212";"-";"10399";"40696"
"MU";"2105450";"Jatobá (MA)";"1697";"310";"-";"650";"430"
"MU";"2105476";"Jenipapo dos Vieiras (MA)";"1210";"64";"-";"512";"400"
"MU";"2105500";"João Lisboa (MA)";"1201";"13";"-";"720";"421"
"MU";"2105609";"Joselândia (MA)";"614";"122";"-";"70";"-"
"MU";"2105658";"Junco do Maranhão (MA)";"338";"35";"-";"110";"-"
"MU";"2105708";"Lago da Pedra (MA)";"7920";"150";"-";"150";"7400"
"MU";"2105807";"Lago do Junco (MA)";"517";"151";"-";"300";"-"
"MU";"2105906";"Lago Verde (MA)";"629";"130";"-";"210";"-"
"MU";"2105922";"Lagoa do Mato (MA)";"10407";"378";"-";"648";"9187"
"MU";"2105948";"Lago dos Rodrigues (MA)";"446";"130";"-";"90";"-"
"MU";"2105963";"Lagoa Grande do Maranhão (MA)";"540";"160";"-";"245";"-"
"MU";"2105989";"Lajeado Novo (MA)";"2560";"8";"-";"753";"1520"
"MU";"2106003";"Lima Campos (MA)";"146";"50";"-";"25";"-"
"MU";"2106102";"Loreto (MA)";"58522";"1024";"-";"15366";"39160"
"MU";"2106201";"Luís Domingues (MA)";"285";"18";"-";"25";"-"
"MU";"2106300";"Magalhães de Almeida (MA)";"5954";"110";"-";"740";"4200"
"MU";"2106326";"Maracaçumé (MA)";"488";"18";"-";"90";"-"
"MU";"2106359";"Marajá do Sena (MA)";"4785";"370";"-";"1500";"2754"
"MU";"2106375";"Maranhãozinho (MA)";"570";"140";"-";"105";"-"
"MU";"2106409";"Mata Roma (MA)";"9409";"260";"-";"480";"8400"
"MU";"2106508";"Matinha (MA)";"971";"106";"-";"208";"-"
"MU";"2106607";"Matões (MA)";"14719";"900";"-";"3000";"9000"
"MU";"2106631";"Matões do Norte (MA)";"1597";"760";"-";"415";"-"
"MU";"2106672";"Milagres do Maranhão (MA)";"5721";"230";"-";"230";"4800"
"MU";"2106706";"Mirador (MA)";"42167";"450";"-";"3910";"36903"
"MU";"2106755";"Miranda do Norte (MA)";"736";"260";"-";"102";"-"
"MU";"2106805";"Mirinzal (MA)";"859";"14";"-";"323";"-"
"MU";"2106904";"Monção (MA)";"794";"261";"-";"210";"-"
"MU";"2107001";"Montes Altos (MA)";"455";"81";"-";"220";"-"
"MU";"2107100";"Morros (MA)";"697";"9";"-";"79";"-"
"MU";"2107209";"Nina Rodrigues (MA)";"524";"178";"-";"130";"-"
"MU";"2107258";"Nova Colinas (MA)";"7082";"114";"-";"3100";"3260"
"MU";"2107308";"Nova Iorque (MA)";"2150";"284";"-";"288";"1450"
"MU";"2107357";"Nova Olinda do Maranhão (MA)";"711";"157";"-";"139";"-"
"MU";"2107407";"Olho d'Água das Cunhãs (MA)";"642";"110";"-";"220";"-"
"MU";"2107456";"Olinda Nova do Maranhão (MA)";"500";"120";"-";"80";"-"
"MU";"2107506";"Paço do Lumiar (MA)";"216";"-";"-";"-";"-"
"MU";"2107605";"Palmeirândia (MA)";"1565";"70";"-";"540";"-"
"MU";"2107704";"Paraibano (MA)";"2086";"158";"-";"235";"1220"
"MU";"2107803";"Parnarama (MA)";"25762";"1200";"-";"4300";"18500"
"MU";"2107902";"Passagem Franca (MA)";"6350";"377";"-";"350";"5027"
"MU";"2108009";"Pastos Bons (MA)";"13239";"350";"-";"1980";"10407"
"MU";"2108058";"Paulino Neves (MA)";"824";"34";"-";"92";"-"
"MU";"2108108";"Paulo Ramos (MA)";"1798";"365";"-";"280";"800"
"MU";"2108207";"Pedreiras (MA)";"459";"84";"-";"101";"-"
"MU";"2108256";"Pedro do Rosário (MA)";"1342";"192";"-";"379";"-"
"MU";"2108306";"Penalva (MA)";"1125";"150";"-";"243";"-"
"MU";"2108405";"Peri Mirim (MA)";"674";"22";"-";"205";"-"
"MU";"2108454";"Peritoró (MA)";"1184";"550";"-";"360";"-"
"MU";"2108504";"Pindaré-Mirim (MA)";"240";"100";"-";"44";"-"
"MU";"2108603";"Pinheiro (MA)";"2074";"64";"-";"611";"-"
"MU";"2108702";"Pio XII (MA)";"827";"192";"-";"236";"-"
"MU";"2108801";"Pirapemas (MA)";"1247";"650";"-";"330";"-"
"MU";"2108900";"Poção de Pedras (MA)";"309";"72";"-";"127";"-"
"MU";"2109007";"Porto Franco (MA)";"2642";"19";"-";"1210";"1173"
"MU";"2109056";"Porto Rico do Maranhão (MA)";"504";"4";"-";"53";"-"
"MU";"2109106";"Presidente Dutra (MA)";"2000";"226";"-";"1370";"-"
"MU";"2109205";"Presidente Juscelino (MA)";"411";"2";"-";"30";"-"
"MU";"2109239";"Presidente Médici (MA)";"327";"32";"-";"60";"-"
"MU";"2109270";"Presidente Sarney (MA)";"1547";"45";"-";"589";"-"
"MU";"2109304";"Presidente Vargas (MA)";"932";"312";"-";"272";"-"
"MU";"2109403";"Primeira Cruz (MA)";"266";"2";"-";"18";"-"
"MU";"2109452";"Raposa (MA)";"21";"-";"-";"-";"-"
"MU";"2109502";"Riachão (MA)";"78706";"1636";"-";"21470";"52620"
"MU";"2109551";"Ribamar Fiquene (MA)";"2199";"24";"-";"236";"-"
"MU";"2109601";"Rosário (MA)";"186";"12";"-";"40";"-"
"MU";"2109700";"Sambaíba (MA)";"70205";"587";"-";"20995";"45410"
"MU";"2109759";"Santa Filomena do Maranhão (MA)";"675";"86";"-";"380";"102"
"MU";"2109809";"Santa Helena (MA)";"915";"73";"-";"364";"-"
"MU";"2109908";"Santa Inês (MA)";"369";"79";"-";"60";"-"
"MU";"2110005";"Santa Luzia (MA)";"38132";"911";"-";"23500";"13000"
"MU";"2110039";"Santa Luzia do Paruá (MA)";"552";"40";"-";"60";"-"
"MU";"2110104";"Santa Quitéria do Maranhão (MA)";"5699";"98";"-";"904";"3911"
"MU";"2110203";"Santa Rita (MA)";"291";"9";"-";"32";"-"
"MU";"2110237";"Santana do Maranhão (MA)";"946";"-";"-";"312";"-"
"MU";"2110278";"Santo Amaro do Maranhão (MA)";"2979";"5";"-";"28";"-"
"MU";"2110302";"Santo Antônio dos Lopes (MA)";"274";"76";"-";"40";"-"
"MU";"2110401";"São Benedito do Rio Preto (MA)";"2730";"215";"-";"210";"1700"
"MU";"2110500";"São Bento (MA)";"888";"79";"-";"300";"-"
"MU";"2110609";"São Bernardo (MA)";"3629";"22";"-";"1200";"1630"
"MU";"2110658";"São Domingos do Azeitão (MA)";"45652";"800";"-";"8500";"31116"
"MU";"2110708";"São Domingos do Maranhão (MA)";"7783";"165";"-";"1250";"3460"
"MU";"2110807";"São Félix de Balsas (MA)";"8503";"1245";"-";"2123";"4910"
"MU";"2110856";"São Francisco do Brejão (MA)";"461";"7";"-";"302";"-"
"MU";"2110906";"São Francisco do Maranhão (MA)";"4711";"355";"-";"247";"3850"
"MU";"2111003";"São João Batista (MA)";"600";"39";"-";"196";"-"
"MU";"2111029";"São João do Carú (MA)";"509";"179";"-";"118";"-"
"MU";"2111052";"São João do Paraíso (MA)";"2665";"24";"-";"140";"1600"
"MU";"2111078";"São João do Soter (MA)";"16930";"650";"-";"1091";"14981"
"MU";"2111102";"São João dos Patos (MA)";"8096";"420";"-";"1600";"5650"
"MU";"2111201";"São José de Ribamar (MA)";"50";"-";"-";"-";"-"
"MU";"2111250";"São José dos Basílios (MA)";"1699";"595";"-";"930";"-"
"MU";"2111300";"São Luís (MA)";"57";"5";"-";"-";"-"
